Alpha,Cl,Cd,Cm
-101.998,0.1591,1.25,1.0
-101.001,0.1446,1.2424,1.0
-99.998,0.1303,1.234,1.0
-99.001,0.1162,1.225,1.0
-97.999,0.1023,1.2153,1.0
-97.002,0.0886,1.2049,1.0
-95.999,0.0752,1.1938,1.0
-95.002,0.062,1.182,1.0
-93.999,0.049,1.1695,1.0
-93.003,0.0363,1.1563,1.0
-92.0,0.0239,1.1425,1.0
-90.997,0.0118,1.1279,1.0
-90.0,0.0,1.1127,1.0
-88.998,-0.0118,1.1279,1.0
-88.001,-0.0239,1.1425,1.0
-86.998,-0.0363,1.1563,1.0
-86.001,-0.049,1.1695,1.0
-84.998,-0.062,1.182,1.0
-84.001,-0.0752,1.1938,1.0
-82.999,-0.0886,1.2049,1.0
-82.002,-0.1023,1.2153,1.0
-80.999,-0.1162,1.225,1.0
-80.002,-0.1303,1.234,1.0
-78.999,-0.1446,1.2424,1.0
-78.002,-0.1591,1.25,1.0
-77.0,-0.1737,1.257,1.0
-76.003,-0.1885,1.2634,1.0
-75.0,-0.2035,1.269,1.0
-73.997,-0.2186,1.274,1.0
-73.001,-0.2338,1.2784,1.0
-71.998,-0.2491,1.2821,1.0
-71.001,-0.2646,1.2851,1.0
-69.998,-0.2802,1.2876,1.0
-69.001,-0.2959,1.2894,1.0
-67.999,-0.3117,1.2907,1.0
-67.002,-0.3276,1.2913,1.0
-65.999,-0.3435,1.2914,1.0
-65.002,-0.3596,1.2909,1.0
-63.999,-0.3758,1.2899,1.0
-63.002,-0.392,1.2883,1.0
-62.0,-0.4083,1.2862,1.0
-61.003,-0.4248,1.2836,1.0
-60.0,-0.4413,1.2805,1.0
-58.997,-0.4579,1.2769,1.0
-58.001,-0.4746,1.2729,1.0
-56.998,-0.4914,1.2684,1.0
-56.001,-0.5083,1.2635,1.0
-54.998,-0.5254,1.2582,1.0
-54.001,-0.5426,1.2525,1.0
-52.999,-0.5599,1.2465,1.0
-52.002,-0.5775,1.2401,1.0
-50.999,-0.5952,1.2333,1.0
-50.002,-0.6131,1.2263,1.0
-48.999,-0.6312,1.2189,1.0
-48.002,-0.6496,1.2113,1.0
-47.0,-0.6683,1.2035,1.0
-46.003,-0.6872,1.1954,1.0
-45.0,-0.7066,1.187,1.0
-43.997,-0.7263,1.1785,1.0
-43.0,-0.7464,1.1699,1.0
-41.998,-0.7671,1.161,1.0
-41.001,-0.7882,1.1521,1.0
-39.998,-0.81,1.143,1.0
-39.001,-0.798,1.0975,1.0
-37.999,-0.786,1.052,1.0
-37.002,-0.774,1.0156,1.0
-35.999,-0.762,0.9792,1.0
-35.002,-0.75,0.9313,1.0
-33.999,-0.738,0.8835,1.0
-33.002,-0.726,0.8294,1.0
-32.0,-0.714,0.774,1.0
-31.003,-0.702,0.713,1.0
-30.0,-0.69,0.6537,1.0
-28.997,-0.678,0.6101,1.0
-28.0,-0.666,0.5665,1.0
-26.998,-0.654,0.5256,1.0
-26.001,-0.642,0.4848,1.0
-24.998,-0.63,0.4444,1.0
-24.001,-0.618,0.4041,1.0
-22.999,-0.606,0.3617,1.0
-22.002,-0.594,0.3203,1.0
-20.999,-0.582,0.2833,1.0
-20.002,-0.57,0.247,1.0
-18.999,-0.5367,0.0984,1.0
-18.002,-0.5033,-0.0096,1.0
-17.0,-0.445,-0.0271,1.0
-16.003,-0.3839,-0.0345,1.0
-15.0,-0.3228,-0.0413,1.0
-13.997,-0.2657,-0.0472,1.0
-13.0,-0.2181,-0.0513,1.0
-11.998,-0.1718,-0.0548,1.0
-11.001,-0.1309,-0.0556,1.0
-9.998,-0.09,-0.0564,1.0
-9.001,-0.0456,-0.0598,1.0
-7.998,-0.0033,-0.0627,1.0
-7.002,0.03,-0.0636,1.0
-5.999,0.0538,-0.0643,1.0
-5.002,-0.0081,-0.0627,1.0
-3.999,-0.07,-0.061,1.0
-3.002,-0.0311,-0.0068,1.0
-2.0,0.02,0.0365,1.0
-1.003,0.12,0.0365,1.0
0.0,0.2205,0.0361,1.0
1.003,0.3252,0.0318,1.0
2.0,0.43,0.0275,1.0
3.002,0.5209,0.0301,1.0
3.999,0.6118,0.0328,1.0
5.002,0.7058,0.0353,1.0
5.999,0.8005,0.0378,1.0
7.002,0.8571,0.0464,1.0
7.998,0.9095,0.0556,1.0
9.001,0.8895,0.0556,1.0
9.998,0.8514,0.0534,1.0
11.001,0.84,0.061,1.0
11.998,0.8309,0.0735,1.0
13.0,0.848,0.088,1.0
13.997,0.8909,0.1077,1.0
15.0,0.892,0.1225,1.0
16.003,0.89,0.1387,1.0
17.0,0.9355,0.1653,1.0
18.002,0.895,0.187,1.0
18.999,0.836,0.2169,1.0
20.002,0.83,0.247,1.0
20.999,0.86,0.2833,1.0
22.002,0.8933,0.3203,1.0
22.999,0.9222,0.3617,1.0
24.001,0.95,0.4041,1.0
24.998,0.97,0.4444,1.0
26.001,0.99,0.4848,1.0
26.998,1.02,0.5256,1.0
28.0,1.05,0.5665,1.0
28.997,1.0786,0.6101,1.0
30.0,1.1071,0.6537,1.0
31.003,1.1505,0.713,1.0
32.0,1.1955,0.774,1.0
33.002,1.235,0.8294,1.0
33.999,1.2719,0.8835,1.0
35.002,1.291,0.9313,1.0
35.999,1.31,0.9792,1.0
37.002,1.315,1.0156,1.0
37.999,1.32,1.052,1.0
39.001,1.335,1.0975,1.0
39.998,1.35,1.143,1.0
41.001,1.3137,1.1521,1.0
41.998,1.2784,1.161,1.0
43.0,1.2441,1.1699,1.0
43.997,1.2105,1.1785,1.0
45.0,1.1776,1.187,1.0
46.003,1.1454,1.1954,1.0
47.0,1.1138,1.2035,1.0
48.002,1.0826,1.2113,1.0
48.999,1.052,1.2189,1.0
50.002,1.0218,1.2263,1.0
50.999,0.9919,1.2333,1.0
52.002,0.9624,1.2401,1.0
52.999,0.9332,1.2465,1.0
54.001,0.9043,1.2525,1.0
54.998,0.8757,1.2582,1.0
56.001,0.8472,1.2635,1.0
56.998,0.819,1.2684,1.0
58.001,0.791,1.2729,1.0
58.997,0.7631,1.2769,1.0
60.0,0.7354,1.2805,1.0
61.003,0.7079,1.2836,1.0
62.0,0.6806,1.2862,1.0
63.002,0.6533,1.2883,1.0
63.999,0.6263,1.2899,1.0
65.002,0.5993,1.2909,1.0
65.999,0.5726,1.2914,1.0
67.002,0.5459,1.2913,1.0
67.999,0.5194,1.2907,1.0
69.001,0.4931,1.2894,1.0
69.998,0.467,1.2876,1.0
71.001,0.441,1.2851,1.0
71.998,0.4152,1.2821,1.0
73.001,0.3896,1.2784,1.0
73.997,0.3643,1.274,1.0
75.0,0.3391,1.269,1.0
76.003,0.3142,1.2634,1.0
77.0,0.2895,1.257,1.0
78.002,0.2651,1.25,1.0
78.999,0.241,1.2424,1.0
80.002,0.2172,1.234,1.0
80.999,0.1937,1.225,1.0
82.002,0.1705,1.2153,1.0
82.999,0.1477,1.2049,1.0
84.001,0.1253,1.1938,1.0
84.998,0.1033,1.182,1.0
86.001,0.0817,1.1695,1.0
86.998,0.0606,1.1563,1.0
88.001,0.0399,1.1425,1.0
88.998,0.0197,1.1279,1.0
90.0,0.0,1.1127,1.0
90.997,-0.0118,1.1279,1.0
92.0,-0.0239,1.1425,1.0
93.003,-0.0363,1.1563,1.0
93.999,-0.049,1.1695,1.0
95.002,-0.062,1.182,1.0
95.999,-0.0752,1.1938,1.0
97.002,-0.0886,1.2049,1.0
97.999,-0.1023,1.2153,1.0
99.001,-0.1162,1.225,1.0
99.998,-0.1303,1.234,1.0
101.001,-0.1446,1.2424,1.0
101.998,-0.1591,1.25,1.0
103.001,-0.1737,1.257,1.0
103.998,-0.1885,1.2634,1.0
105.0,-0.2035,1.269,1.0
105.997,-0.2186,1.274,1.0
107.0,-0.2338,1.2784,1.0
108.003,-0.2491,1.2821,1.0
108.999,-0.2646,1.2851,1.0
110.002,-0.2802,1.2876,1.0
110.999,-0.2959,1.2894,1.0
112.002,-0.3117,1.2907,1.0
112.999,-0.3276,1.2913,1.0
114.001,-0.3435,1.2914,1.0
114.998,-0.3596,1.2909,1.0
116.001,-0.3758,1.2899,1.0
116.998,-0.392,1.2883,1.0
118.001,-0.4083,1.2862,1.0
118.998,-0.4248,1.2836,1.0
120.0,-0.4413,1.2805,1.0
120.997,-0.4579,1.2769,1.0
122.0,-0.4746,1.2729,1.0
123.003,-0.4914,1.2684,1.0
124.0,-0.5083,1.2635,1.0
125.002,-0.5254,1.2582,1.0
125.999,-0.5426,1.2525,1.0
127.002,-0.5599,1.2465,1.0
127.999,-0.5775,1.2401,1.0
129.001,-0.5952,1.2333,1.0
129.998,-0.6131,1.2263,1.0
131.001,-0.6312,1.2189,1.0
131.998,-0.6496,1.2113,1.0
133.001,-0.6683,1.2035,1.0
133.998,-0.6872,1.1954,1.0
135.0,-0.7066,1.187,1.0
135.997,-0.7263,1.1785,1.0
137.0,-0.7464,1.1699,1.0
138.003,-0.7671,1.161,1.0
139.0,-0.7882,1.1521,1.0
140.002,-0.81,1.143,1.0
140.999,-0.7897,1.0975,1.0
142.002,-0.7695,1.052,1.0
142.999,-0.7492,1.0156,1.0
144.001,-0.729,0.9792,1.0
144.998,-0.7087,0.9313,1.0
146.001,-0.6885,0.8835,1.0
146.998,-0.6683,0.8294,1.0
148.001,-0.648,0.774,1.0
148.998,-0.6278,0.713,1.0
150.0,-0.6075,0.6537,1.0
150.997,-0.5873,0.6101,1.0
152.0,-0.567,0.5665,1.0
153.003,-0.5467,0.5256,1.0
154.0,-0.5265,0.4848,1.0
155.002,-0.5063,0.4444,1.0
155.999,-0.486,0.4041,1.0
157.002,-0.4657,0.3617,1.0
157.999,-0.4455,0.3203,1.0
159.002,-0.4252,0.2833,1.0
159.998,-0.405,0.247,1.0
161.001,-0.3847,0.2169,1.0
161.998,-0.3645,0.187,1.0
163.001,-0.3442,0.1653,1.0
163.998,-0.324,0.1387,1.0
165.0,-0.3037,0.1225,1.0
165.997,-0.2835,0.1077,1.0
167.0,-0.2633,0.088,1.0
168.003,-0.243,0.0735,1.0
169.0,-0.2228,0.061,1.0
170.002,-0.2025,0.0534,1.0
170.999,-0.1822,0.0556,1.0
172.002,-0.162,0.0556,1.0
172.999,-0.1418,0.0464,1.0
174.002,-0.1215,0.0378,1.0
174.998,-0.1012,0.0353,1.0
176.001,-0.081,0.0328,1.0
176.998,-0.0607,0.0301,1.0
178.001,-0.0405,0.0275,1.0
178.998,-0.0202,0.0318,1.0
180.0,0.0,0.0361,1.0
